doc_id,metric,tfidf,bbidf,diff,improvement_pct
8,nDCG@20,0.6511191509654378,0.4808505802895283,-0.1702685706759095,-26.15014017379863
9,nDCG@20,0.8054803265931949,0.6829995892528345,-0.12248073734036036,-15.205925371063575
11,nDCG@20,0.7734446236585042,0.6363424513674679,-0.13710217229103627,-17.726178202975063
13,nDCG@20,0.6582592306673591,0.7518780706786133,0.0936188400112542,14.222184156284623
15,nDCG@20,0.43331321714210663,0.4097225574171969,-0.023590659724909757,-5.444251130971875
16,nDCG@20,0.8168020258417209,0.8197952605303637,0.002993234688642765,0.3664577944157537
17,nDCG@20,0.27148561750039013,0.2928710781798379,0.021385460679447743,7.877198385810258
18,nDCG@20,0.6306870103388195,0.6132355269353261,-0.01745148340349334,-2.7670592730486088
19,nDCG@20,0.7400213789045436,0.9001715370445234,0.1601501581399798,21.641288036441686
20,nDCG@20,0.7107229682958326,0.8256288985680241,0.11490593027219154,16.167471067906007
21,nDCG@20,0.11706259313796354,0.19092086617893467,0.07385827304097113,63.092975357145754
22,nDCG@20,0.5375811193822125,0.44927383782962327,-0.08830728155258927,-16.42678255777879
23,nDCG@20,0.6575781860184935,0.6637609329229748,0.006182746904481284,0.9402299279294224
24,nDCG@20,0.9056902160796163,0.9031792774280204,-0.0025109386515959065,-0.2772403418980048
25,nDCG@20,0.9930783166417602,1.0,0.0069216833582398385,0.6969926985866054
26,nDCG@20,0.9294674762269081,0.8984279776915455,-0.031039498535362586,-3.339492701924839
27,nDCG@20,0.7542743567989295,0.7800447422286807,0.025770385429751186,3.416579815747457
28,nDCG@20,0.5037455777884452,0.5854698379878432,0.08172426019939805,16.223320621132927
29,nDCG@20,0.4856637624942473,0.5296347172140421,0.043970954719794786,9.053785378997805
30,nDCG@20,0.6944638360563847,0.6760236910196463,-0.01844014503673841,-2.655306738714213
31,nDCG@20,0.7660950057926946,0.7597175888969151,-0.006377416895779531,-0.8324577040129224
32,nDCG@20,0.8547529378296287,0.7486761295186739,-0.10607680831095478,-12.410230326941358
0,P@50,0.1,0.08,-0.020000000000000004,-20.000000000000004
1,P@50,0.02,0.02,0.0,0.0
2,P@50,0.08,0.08,0.0,0.0
3,P@50,0.08,0.08,0.0,0.0
4,P@50,0.08,0.08,0.0,0.0
5,P@50,0.2,0.18,-0.020000000000000018,-10.000000000000009
6,P@50,0.14,0.14,0.0,0.0
7,P@50,0.12,0.12,0.0,0.0
8,P@50,0.12,0.12,0.0,0.0
9,P@50,0.1,0.1,0.0,0.0
11,P@50,0.08,0.08,0.0,0.0
13,P@50,0.1,0.1,0.0,0.0
15,P@50,0.14,0.14,0.0,0.0
16,P@50,0.16,0.16,0.0,0.0
17,P@50,0.12,0.12,0.0,0.0
18,P@50,0.1,0.1,0.0,0.0
19,P@50,0.12,0.12,0.0,0.0
20,P@50,0.16,0.18,0.01999999999999999,12.499999999999993
21,P@50,0.08,0.08,0.0,0.0
22,P@50,0.06,0.06,0.0,0.0
23,P@50,0.16,0.16,0.0,0.0
24,P@50,0.12,0.12,0.0,0.0
25,P@50,0.12,0.12,0.0,0.0
26,P@50,0.08,0.08,0.0,0.0
27,P@50,0.12,0.12,0.0,0.0
28,P@50,0.14,0.14,0.0,0.0
29,P@50,0.06,0.08,0.020000000000000004,33.33333333333334
30,P@50,0.08,0.08,0.0,0.0
31,P@50,0.12,0.12,0.0,0.0
32,P@50,0.08,0.08,0.0,0.0
0,R@50,0.35714285714285715,0.2857142857142857,-0.07142857142857145,-20.000000000000007
1,R@50,0.2,0.2,0.0,0.0
2,R@50,1.0,1.0,0.0,0.0
3,R@50,0.5714285714285714,0.5714285714285714,0.0,0.0
4,R@50,0.8,0.8,0.0,0.0
5,R@50,0.9090909090909091,0.8181818181818182,-0.09090909090909083,-9.999999999999991
6,R@50,1.0,1.0,0.0,0.0
7,R@50,1.0,1.0,0.0,0.0
8,R@50,1.0,1.0,0.0,0.0
9,R@50,1.0,1.0,0.0,0.0
11,R@50,1.0,1.0,0.0,0.0
13,R@50,0.8333333333333334,0.8333333333333334,0.0,0.0
15,R@50,1.0,1.0,0.0,0.0
16,R@50,0.7272727272727273,0.7272727272727273,0.0,0.0
17,R@50,0.8571428571428571,0.8571428571428571,0.0,0.0
18,R@50,1.0,1.0,0.0,0.0
19,R@50,1.0,1.0,0.0,0.0
20,R@50,0.8888888888888888,1.0,0.11111111111111116,12.500000000000005
21,R@50,0.6666666666666666,0.6666666666666666,0.0,0.0
22,R@50,0.75,0.75,0.0,0.0
23,R@50,0.8,0.8,0.0,0.0
24,R@50,1.0,1.0,0.0,0.0
25,R@50,1.0,1.0,0.0,0.0
26,R@50,1.0,1.0,0.0,0.0
27,R@50,0.8571428571428571,0.8571428571428571,0.0,0.0
28,R@50,1.0,1.0,0.0,0.0
29,R@50,0.6,0.8,0.20000000000000007,33.33333333333335
30,R@50,1.0,1.0,0.0,0.0
31,R@50,0.75,0.75,0.0,0.0
32,R@50,1.0,1.0,0.0,0.0
0,F1@50,0.15625,0.125,-0.03125,-20.0
1,F1@50,0.03636363636363636,0.03636363636363636,0.0,0.0
2,F1@50,0.14814814814814814,0.14814814814814814,0.0,0.0
3,F1@50,0.14035087719298248,0.14035087719298248,0.0,0.0
