doc_id,metric,textrank,bbidf,tfidf,bbidf_gap_to_textrank,bbidf_pct_of_textrank
22,R@10,0.75,0.75,0.75,0.0,100.0
23,R@10,0.5,0.5,0.4,0.0,100.0
24,R@10,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.0,100.0
25,R@10,1.0,1.0,1.0,0.0,100.0
26,R@10,0.75,0.75,0.75,0.0,100.0
27,R@10,0.5714285714285714,0.42857142857142855,0.5714285714285714,-0.14285714285714285,75.0
28,R@10,0.7142857142857143,0.5714285714285714,0.42857142857142855,-0.1428571428571429,80.0
29,R@10,0.6,0.6,0.6,0.0,100.0
30,R@10,0.75,0.75,0.5,0.0,100.0
31,R@10,0.625,0.625,0.5,0.0,100.0
32,R@10,1.0,1.0,1.0,0.0,100.0
0,F1@10,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,100.0
1,F1@10,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,100.0
2,F1@10,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.0,100.0
3,F1@10,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.0,100.0
4,F1@10,0.13333333333333333,0.26666666666666666,0.26666666666666666,0.13333333333333333,200.0
5,F1@10,0.761904761904762,0.761904761904762,0.761904761904762,0.0,100.0
6,F1@10,0.47058823529411764,0.588235294117647,0.588235294117647,0.11764705882352933,124.99999999999997
7,F1@10,0.5,0.37499999999999994,0.25,-0.12500000000000006,74.99999999999999
8,F1@10,0.25,0.37499999999999994,0.37499999999999994,0.12499999999999994,149.99999999999997
9,F1@10,0.6666666666666666,0.5333333333333333,0.4,-0.1333333333333333,80.0
11,F1@10,0.5714285714285715,0.4285714285714285,0.4285714285714285,-0.14285714285714302,74.99999999999997
13,F1@10,0.37499999999999994,0.5,0.37499999999999994,0.12500000000000006,133.33333333333334
15,F1@10,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.0,100.0
16,F1@10,0.761904761904762,0.761904761904762,0.761904761904762,0.0,100.0
17,F1@10,0.11764705882352941,0.23529411764705882,0.23529411764705882,0.11764705882352941,200.0
18,F1@10,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,100.0
19,F1@10,0.625,0.7499999999999999,0.625,0.12499999999999989,119.99999999999997
20,F1@10,0.4210526315789474,0.7368421052631577,0.5263157894736842,0.31578947368421034,174.99999999999994
21,F1@10,0.25,0.125,0.125,-0.125,50.0
22,F1@10,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.0,100.0
23,F1@10,0.5,0.5,0.4000000000000001,0.0,100.0
24,F1@10,0.625,0.625,0.5,0.0,100.0
25,F1@10,0.7499999999999999,0.7499999999999999,0.7499999999999999,0.0,100.0
26,F1@10,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.0,100.0
27,F1@10,0.47058823529411764,0.3529411764705882,0.47058823529411764,-0.11764705882352944,74.99999999999999
28,F1@10,0.588235294117647,0.47058823529411764,0.3529411764705882,-0.11764705882352933,80.00000000000001
29,F1@10,0.4,0.4,0.4,0.0,100.0
30,F1@10,0.4285714285714285,0.4285714285714285,0.28571428571428575,0.0,100.0
31,F1@10,0.5555555555555556,0.5555555555555556,0.4444444444444445,0.0,100.0
32,F1@10,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.0,100.0
0,nDCG@10,0.30523488393970116,0.2934556883974402,0.28952298823485745,-0.011779195542260978,96.14094057984934
1,nDCG@10,0.3391602052736161,0.14606834984270645,0.09803928583135704,-0.19309185543090968,43.06765580733931
2,nDCG@10,0.9828920819566879,0.8927537907700456,0.7315682114753617,-0.0901382911866423,90.82927893699176
